ate,se,ci_lower,ci_upper,pvalue,residuals
0.012624645564068355,0.003431847073156507,0.005898225300681601,0.01935106582745511,0.00023444999345323403,"(array([-0.00735355, -0.00368057, -0.00728615, ..., -0.01192062,
       -0.01504841, -0.01504841], shape=(153425,)), array([-0.05644416, -0.06711771, -0.05012823, ..., -0.02105039,
       -0.02250273, -0.02244023], shape=(153425,)))"
